Subfamily,1764.11.PATRIC,1770.10.PATRIC,1770.19.PATRIC,1770.39.PATRIC,1770.9.PATRIC,1767.10.PATRIC,1767.9.PATRIC,1765.277.PATRIC,1765.319.PATRIC,1765.321.PATRIC,1765.323.PATRIC,1765.326.PATRIC,1766.6.PATRIC,1771.11.PATRIC,1772.10.PATRIC,1772.11.PATRIC,1772.19.PATRIC,1773.225.PATRIC,1773.232.PATRIC,1773.226.PATRIC,1773.228.PATRIC,1773.229.PATRIC,1773.230.PATRIC,1773.231.PATRIC,1773.233.PATRIC,1773.234.PATRIC,1773.235.PATRIC,1773.236.PATRIC,1773.237.PATRIC,1773.238.PATRIC,1773.239.PATRIC,1773.240.PATRIC,1773.241.PATRIC,1773.242.PATRIC,1773.243.PATRIC,1773.244.PATRIC,1773.245.PATRIC,1773.246.PATRIC,1773.247.PATRIC,1773.249.PATRIC,1773.250.PATRIC,1773.251.PATRIC,1773.31.PATRIC,1773.349.PATRIC,1773.248.PATRIC,1773.522.PATRIC,1773.554.PATRIC,1773.227.PATRIC,1773.523.PATRIC,1773.224.PATRIC
CYP190A,"[['fig|1764.11.peg.2808|BBJ32_13600'], ['fig|1764.11.peg.44|BBJ32_00215']]",[['fig|1770.10.peg.3224']],[['fig|1770.19.peg.780|A0V42_03735']],[['fig|1770.39.peg.4761|CEP84_22650']],[['fig|1770.9.peg.3251']],"[['fig|1767.10.peg.1454|CKJ61_07220', 'fig|1767.10.peg.795|CKJ61_03970'], ['fig|1767.10.peg.1923|CKJ61_09500']]","[['fig|1767.9.peg.1676|CKJ67_08325', 'fig|1767.9.peg.805|CKJ67_04060'], ['fig|1767.9.peg.1907|CKJ67_09470']]",0,0,0,0,0,"[['fig|1766.6.peg.5891|XA26_59250', 'fig|1766.6.peg.4185|XA26_42090']]","[['fig|1771.11.peg.3711|MPHLCCUG_03739', 'fig|1771.11.peg.3710|MPHLCCUG_03738'], ['fig|1771.11.peg.300|MPHLCCUG_00306']]",[['fig|1772.10.peg.4685']],[['fig|1772.11.peg.4681']],[['fig|1772.19.peg.4755|ERS451418_04672']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP191A,[['fig|1764.11.peg.1854|BBJ32_08945']],[['fig|1770.10.peg.190']],[['fig|1770.19.peg.3858|A0V42_18445']],[['fig|1770.39.peg.1608|CEP84_07675']],[['fig|1770.9.peg.190']],[['fig|1767.10.peg.5031|CKJ61_24770']],[['fig|1767.9.peg.5188|CKJ67_25445']],0,0,0,0,0,[['fig|1766.6.peg.2460|XA26_24750']],[['fig|1771.11.peg.2169|MPHLCCUG_02187']],[['fig|1772.10.peg.2513']],[['fig|1772.11.peg.2515']],[['fig|1772.19.peg.2613|ERS451418_02573']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP243A,[['fig|1764.11.peg.4039|BBJ32_19475']],[['fig|1770.10.peg.1858']],[['fig|1770.19.peg.2171|A0V42_10335']],[['fig|1770.39.peg.3337|CEP84_15930']],[['fig|1770.9.peg.1874']],[['fig|1767.10.peg.2180|CKJ61_10755']],[['fig|1767.9.peg.2157|CKJ67_10675']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP268A,[['fig|1764.11.peg.134|BBJ32_00650']],[['fig|1770.10.peg.1609']],[['fig|1770.19.peg.2426|A0V42_11515']],[['fig|1770.39.peg.3073|CEP84_14735']],[['fig|1770.9.peg.1625']],[['fig|1767.10.peg.1615|CKJ61_08010']],[['fig|1767.9.peg.1809|CKJ67_09000']],0,0,0,0,0,[['fig|1766.6.peg.3971|XA26_39940']],0,[['fig|1772.10.peg.4495']],[['fig|1772.11.peg.4492']],[['fig|1772.19.peg.4556|ERS451418_04477']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP268B,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1766.6.peg.2455|XA26_24700']],0,[['fig|1772.10.peg.2508']],[['fig|1772.11.peg.2510']],[['fig|1772.19.peg.2608|ERS451418_02568']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP272A,[['fig|1764.11.peg.4091|BBJ32_19735']],[['fig|1770.10.peg.1912']],[['fig|1770.19.peg.2118|A0V42_10070']],[['fig|1770.39.peg.3389|CEP84_16200']],[['fig|1770.9.peg.1927']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP279A,[['fig|1764.11.peg.1382|BBJ32_06695']],[['fig|1770.10.peg.4323']],[['fig|1770.19.peg.4374|A0V42_20855']],[['fig|1770.39.peg.1107|CEP84_05310']],[['fig|1770.9.peg.4351']],"[['fig|1767.10.peg.1053|CKJ61_05220'], ['fig|1767.10.peg.4484|CKJ61_22100', 'fig|1767.10.peg.2472|CKJ61_12195']]","[['fig|1767.9.peg.2940|CKJ67_14425'], ['fig|1767.9.peg.1062|CKJ67_05315', 'fig|1767.9.peg.4699|CKJ67_23025', 'fig|1767.9.peg.2411|CKJ67_11910']]",0,0,0,0,0,"[['fig|1766.6.peg.3643|XA26_36640'], ['fig|1766.6.peg.4871', 'fig|1766.6.peg.1222|XA26_12360']]","[['fig|1771.11.peg.2506|MPHLCCUG_02527', 'fig|1771.11.peg.3821|MPHLCCUG_03849']]",[['fig|1772.10.peg.4113']],[['fig|1772.11.peg.4111']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP282B,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1766.6.peg.1226|XA26_12400']],[['fig|1771.11.peg.3824|MPHLCCUG_03853']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP291A,"[['fig|1764.11.peg.3810|BBJ32_18425', 'fig|1764.11.peg.485|BBJ32_02355']]",[['fig|1770.10.peg.1274']],[['fig|1770.19.peg.2763|A0V42_13195']],[['fig|1770.39.peg.2724|CEP84_13045']],[['fig|1770.9.peg.1290']],"[['fig|1767.10.peg.1931|CKJ61_09540', 'fig|1767.10.peg.4926|CKJ61_24265']]",[['fig|1767.9.peg.1915|CKJ67_09510']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP51B,[['fig|1764.11.peg.2666|BBJ32_12900']],[['fig|1770.10.peg.3360']],[['fig|1770.19.peg.642|A0V42_03050']],[['fig|1770.39.peg.108|CEP84_00555']],[['fig|1770.9.peg.3388']],[['fig|1767.10.peg.615|CKJ61_03050']],"[['fig|1767.9.peg.606|CKJ67_03055', 'fig|1767.9.peg.1105|CKJ67_05535']]",[['fig|1765.277.peg.851']],[['fig|1765.319.peg.862|AA885_04070']],[['fig|1765.321.peg.850|Mb1595_p0855']],[['fig|1765.323.peg.847|BOVR_04045']],[['fig|1765.326.peg.875|RN07_0830']],[['fig|1766.6.peg.975|XA26_09840']],[['fig|1771.11.peg.644|MPHLCCUG_00651']],[['fig|1772.10.peg.5692']],[['fig|1772.11.peg.5691']],[['fig|1772.19.peg.5773|ERS451418_05681']],[['fig|1773.225.peg.962|IU21_15970']],[['fig|1773.232.peg.2652|T209_15525']],[['fig|1773.226.peg.2996|IU13_15780']],[['fig|1773.228.peg.720|IU15_16095']],[['fig|1773.229.peg.3488|IQ42_15770']],[['fig|1773.230.peg.2851|IQ48_15655']],[['fig|1773.231.peg.2882|IU16_15710']],[['fig|1773.233.peg.2766|IQ47_15540']],[['fig|1773.234.peg.2911|IU17_15600']],[['fig|1773.235.peg.2757|IQ45_15585']],[['fig|1773.236.peg.1948|IQ39_15305']],[['fig|1773.237.peg.1852|IQ41_15210']],[['fig|1773.238.peg.2034|IQ43_15425']],[['fig|1773.239.peg.2065|IQ46_15440']],[['fig|1773.240.peg.2468|IU18_15565']],[['fig|1773.241.peg.2270|IU24_15495']],[['fig|1773.242.peg.2351|IU14_15450']],[['fig|1773.243.peg.2446|IU19_15585']],[['fig|1773.244.peg.2378|IU22_15585']],[['fig|1773.245.peg.2438|IU20_15500']],[['fig|1773.246.peg.2447|IU23_15500']],[['fig|1773.247.peg.2116|IQ44_15515']],[['fig|1773.249.peg.835|ER17_04030']],[['fig|1773.250.peg.845|IZ84_04070']],[['fig|1773.251.peg.839|JE53_04075']],[['fig|1773.31.peg.2087']],[['fig|1773.349.peg.2029']],[['fig|1773.248.peg.4043|IQ40_15625']],[['fig|1773.522.peg.833|LJ70_04115']],[['fig|1773.554.peg.871|UB21_04040']],[['fig|1773.227.peg.1074|IQ38_16145']],[['fig|1773.523.peg.841|LJ80_04140']],0
New_subf_10_CYP1027,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1771.11.peg.5035|MPHLCCUG_05077']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_subf_11_CYP188,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1771.11.peg.4159|MPHLCCUG_04192']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_subf_12_New_family_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1772.10.peg.4055']],[['fig|1772.11.peg.4053']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_subf_13_New_family_4,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1771.11.peg.2673|MPHLCCUG_02694']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_subf_14_New_family_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[['fig|1772.10.peg.1984']],[['fig|1772.11.peg.1986']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_subf_1_CYP144,[['fig|1764.11.peg.2061']],[['fig|1770.10.peg.3989']],[['fig|1770.19.peg.9|A0V42_00055']],[['fig|1770.39.peg.760|CEP84_03630']],[['fig|1770.9.peg.4019']],[['fig|1767.10.peg.9|CKJ61_00055']],[['fig|1767.9.peg.9|CKJ67_00055']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_subf_2_New_family_1,[['fig|1764.11.peg.2718|BBJ32_13140']],[['fig|1770.10.peg.3314']],[['fig|1770.19.peg.689|A0V42_03280']],[['fig|1770.39.peg.60|CEP84_00320']],[['fig|1770.9.peg.3341']],[['fig|1767.10.peg.677|CKJ61_03365']],[['fig|1767.9.peg.668|CKJ67_03360']],"[['fig|1765.277.peg.3383', 'fig|1765.277.peg.903']]","[['fig|1765.319.peg.3447|AA885_16235', 'fig|1765.319.peg.915|AA885_04330']]","[['fig|1765.321.peg.3449|Mb1595_p3471', 'fig|1765.321.peg.902|Mb1595_p0909']]","[['fig|1765.323.peg.3394|BOVR_16150', 'fig|1765.323.peg.901|BOVR_04305']]","[['fig|1765.326.peg.3546|RN07_3330', 'fig|1765.326.peg.928|RN07_0884']]",[['fig|1766.6.peg.1039|XA26_10480']],[['fig|1771.11.peg.706|MPHLCCUG_00711']],[['fig|1772.10.peg.5622']],[['fig|1772.11.peg.5620']],[['fig|1772.19.peg.5716|ERS451418_05622']],"[['fig|1773.225.peg.2453|IU21_02740', 'fig|1773.225.peg.906|IU21_15695']]","[['fig|1773.232.peg.3995|T209_02680', 'fig|1773.232.peg.2599|T209_15255']]","[['fig|1773.226.peg.35|IU13_02715', 'fig|1773.226.peg.2941|IU13_15500']]","[['fig|1773.228.peg.2160|IU15_02765', 'fig|1773.228.peg.663|IU15_15825']]","[['fig|1773.229.peg.562|IQ42_02705', 'fig|1773.229.peg.3437|IQ42_15495']]","[['fig|1773.230.peg.4292|IQ48_02685', 'fig|1773.230.peg.2796|IQ48_15375']]","[['fig|1773.231.peg.4344|IU16_02695', 'fig|1773.231.peg.2829|IU16_15435']]","[['fig|1773.233.peg.4139|IQ47_02655', 'fig|1773.233.peg.2710|IQ47_15270']]","[['fig|1773.234.peg.3574|IU17_02655', 'fig|1773.234.peg.2855|IU17_15325']]","[['fig|1773.235.peg.3908|IQ45_02670', 'fig|1773.235.peg.2698|IQ45_15310']]","[['fig|1773.236.peg.3400|IQ39_02625', 'fig|1773.236.peg.1895|IQ39_15030']]","[['fig|1773.237.peg.1799|IQ41_14935', 'fig|1773.237.peg.2509|IQ41_02610']]","[['fig|1773.238.peg.3082|IQ43_02625', 'fig|1773.238.peg.1982|IQ43_15150']]","[['fig|1773.239.peg.2598|IQ46_02610', 'fig|1773.239.peg.2011|IQ46_15165']]","[['fig|1773.240.peg.3166|IU18_02635', 'fig|1773.240.peg.2415|IU18_15295']]","[['fig|1773.241.peg.3353|IU24_02645', 'fig|1773.241.peg.2216|IU24_15220']]","[['fig|1773.242.peg.2690|IU14_02640', 'fig|1773.242.peg.2300|IU14_15180']]","[['fig|1773.243.peg.3459|IU19_02685', 'fig|1773.243.peg.2393|IU19_15315']]","[['fig|1773.244.peg.3746|IU22_02665', 'fig|1773.244.peg.2323|IU22_15310']]","[['fig|1773.245.peg.3811|IU20_02655', 'fig|1773.245.peg.2385|IU20_15225']]","[['fig|1773.246.peg.3821|IU23_02655', 'fig|1773.246.peg.2394|IU23_15225']]","[['fig|1773.247.peg.2585|IQ44_02665', 'fig|1773.247.peg.2065|IQ44_15240']]",[['fig|1773.249.peg.886|ER17_04295']],"[['fig|1773.250.peg.900|IZ84_04340', 'fig|1773.250.peg.3450|IZ84_16620']]","[['fig|1773.251.peg.892|JE53_04345', 'fig|1773.251.peg.3442|JE53_16600']]",0,[['fig|1773.349.peg.116']],"[['fig|1773.248.peg.1050|IQ40_02685', 'fig|1773.248.peg.3986|IQ40_15365']]","[['fig|1773.522.peg.887|LJ70_04390', 'fig|1773.522.peg.3424|LJ70_16775']]","[['fig|1773.554.peg.926|UB21_04310', 'fig|1773.554.peg.3565|UB21_16495']]","[['fig|1773.227.peg.2497|IQ38_02770', 'fig|1773.227.peg.1016|IQ38_15870']]","[['fig|1773.523.peg.890|LJ80_04395', 'fig|1773.523.peg.3470|LJ80_16970']]","[['fig|1773.224.peg.3298|IU12_02830', 'fig|1773.224.peg.1856|IU12_16200']]"
New_subf_3_CYP187,[['fig|1764.11.peg.550|BBJ32_02665']],[['fig|1770.10.peg.1208']],[['fig|1770.19.peg.2831|A0V42_13505']],[['fig|1770.39.peg.2656|CEP84_12725']],[['fig|1770.9.peg.1223']],[['fig|1767.10.peg.1180|CKJ61_05850']],[['fig|1767.9.peg.1201|CKJ67_06015']],0,0,0,0,0,[['fig|1766.6.peg.4162|XA26_41860']],[['fig|1771.11.peg.2117|MPHLCCUG_02136']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_subf_4_CYP143,0,0,0,0,0,[['fig|1767.10.peg.1876|CKJ61_09265']],[['fig|1767.9.peg.1460|CKJ67_07275']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_subf_5_CYP291,0,0,0,0,0,[['fig|1767.10.peg.2155|CKJ61_10635']],[['fig|1767.9.peg.2132|CKJ67_10555']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_subf_6_CYP124,0,0,0,0,0,[['fig|1767.10.peg.1860|CKJ61_09190']],[['fig|1767.9.peg.1444|CKJ67_07200']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_subf_7_New_family_2,[['fig|1764.11.peg.222|BBJ32_01085']],[['fig|1770.10.peg.1524']],[['fig|1770.19.peg.2514|A0V42_11960']],[['fig|1770.39.peg.2983|CEP84_14285']],[['fig|1770.9.peg.1539']],[['fig|1767.10.peg.1492|CKJ61_07405']],[['fig|1767.9.peg.1714|CKJ67_08510']],0,0,0,0,0,0,[['fig|1771.11.peg.2292|MPHLCCUG_02312']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_subf_8_CYP150,[['fig|1764.11.peg.4217|BBJ32_20315']],[['fig|1770.10.peg.2034']],[['fig|1770.19.peg.1997|A0V42_09490']],[['fig|1770.39.peg.3510|CEP84_16780']],[['fig|1770.9.peg.2049']],[['fig|1767.10.peg.2399|CKJ61_11845']],[['fig|1767.9.peg.2338|CKJ67_11560']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New_subf_9_CYP105,[['fig|1764.11.peg.4299|BBJ32_20700']],[['fig|1770.10.peg.2127']],[['fig|1770.19.peg.1908|A0V42_09085']],[['fig|1770.39.peg.3602|CEP84_17190']],[['fig|1770.9.peg.2140']],[['fig|1767.10.peg.2491|CKJ61_12275']],[['fig|1767.9.peg.2430|CKJ67_11990']],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
